,pmid,journal,journal_abbrv,pub_year,institution
1777,10892237,Journal of the American Academy of Child and Adolescent Psychiatry,J Am Acad Child Adolesc Psychiatry,2000,"Child Study Center, Yale University School of Medicine, New Haven, CT 06520, USA. Paul.Lombroso@Yale.edu"
1778,27570435,The Endocrinologist,Endocrinologist,2000,"Children's Mercy Hospitals and Clinics (M.G.B.), Kansas City, Missouri; and John F. Kennedy Center (T.T.), Vanderbilt University, Nashville, Tennessee."
1779,10865686,Patient education and counseling,Patient Educ Couns,1999,"Department of Health Education, Maastricht University, The Netherlands."
1780,10861661,American journal of medical genetics,Am J Med Genet,2000,"Department of Biology, Institute of Bioscience, University of São Paulo, Brazil. cfridman@ib.usp.br"
1781,10858853,Archives des maladies du coeur et des vaisseaux,Arch Mal Coeur Vaiss,2000,"Centre de cardiologie infantile du Château des Côtes, Les Logesen-Josas."
1782,10854104,European journal of human genetics : EJHG,Eur J Hum Genet,2000,
1783,10852369,Clinical genetics,Clin Genet,2000,"Department of Medical Genetics, University of British Columbia, and the B.C. Research Institute for Children's and Women's Health, Vancouver, Canada. wendyr@unixg.ubc.ca"
1784,10845741,Seizure,Seizure,2000,"Department of Psychiatry and Neurology, Hokkaido University School of Medicine, Sapporo, Japan."
1785,10832589,Neuropediatrics,Neuropediatrics,2000,
1786,10819698,Brain & development,Brain Dev,2000,
1787,10737998,Human mutation,Hum Mutat,2000,"Molecular Genetics Laboratory, Italian Auxological Institute, Milan, Italy."
1788,10733242,Clinical genetics,Clin Genet,2000,
1789,10732796,Neurogenetics,Neurogenetics,1998,"Children's Hospital, Department of Pediatrics, Harvard Medical School and Howard Hughes Medical Institute, Boston, MA 02115, USA."
1790,10720573,Genome research,Genome Res,2000,"Department of Genetics, Case Western Reserve University School of Medicine, and Center for Human Genetics, University Hospitals of Cleveland, Cleveland, Ohio 44106-4955, USA."
1791,10712201,American journal of human genetics,Am J Hum Genet,2000,"Department of Medical Genetics, University of Alberta, Edmonton, Alberta, Canada T6G 2H7."
1792,10678657,American journal of medical genetics,Am J Med Genet,2000,"Center for Human Genetics, Leuven, Belgium."
1793,10684875,The Journal of neuroscience : the official journal of the Society for Neuroscience,J Neurosci,2000,"Department of Neurology, Stanford University School of Medicine, Stanford, California 94305-5122, USA."
1794,10683706,American journal of mental retardation : AJMR,Am J Ment Retard,2000,"Lea Castle Centre (Kidderminster, West Midlands, United Kingdom. djclarke@msn.com"
1795,10647904,Human genetics,Hum Genet,1999,"Institut für Humangenetik, Universitätsklinikum Essen, Germany. karin.buiting@uni-essen.de"
1796,10647895,Human genetics,Hum Genet,1999,"Institute of Medical Genetics, University of Zurich, Switzerland. baumer@medgen.unizh.ch"
1797,10640832,Cytogenetics and cell genetics,Cytogenet Cell Genet,1999,"Institut für Humangenetik, Universitätsklinikum Essen, Germany. karin.buiting@uni-essen.de"
1798,10598802,Human genetics,Hum Genet,1999,"Wessex Regional Genetics Laboratory, Salisbury District Hospital, Wilts, UK."
1799,10594877,American journal of medical genetics,Am J Med Genet,1999,"Department of Clinical Pathology, Dong-A University College of Medicine, Pusan, Korea. jyhan@damc.dauhosp.or.kr"
1800,10592081,European journal of pediatrics,Eur J Pediatr,1999,
1801,10577912,American journal of human genetics,Am J Hum Genet,1999,"Institut für Humangenetik, Universitätsklinkum Essen, 45122 Essen, Germany."
1802,10563486,Clinical genetics,Clin Genet,1999,
1803,10558980,"Science (New York, N.Y.)",Science,1999,"Cellular Biochemistry and Biophysics Program, Howard Hughes Medical Institute, Memorial Sloan-Kettering Cancer Center, New York, NY 10021, USA."
1804,10536901,Clinical neurology and neurosurgery,Clin Neurol Neurosurg,1999,"Department of Neurology, Leiden University Medical Center, The Netherlands."
1805,10515160,Epilepsy research,Epilepsy Res,1999,"Molecular Research Institute, CA 94304, USA. tim@montara.molres.org"
1806,10514831,Advances in neurology,Adv Neurol,1999,"Children's Hospital, Department of Pediatrics, Harvard Medical School, Boston, Massachusetts, USA."
1807,10507736,Journal of medical genetics,J Med Genet,1999,
1808,10503922,Developmental medicine and child neurology,Dev Med Child Neurol,1999,D.Thompson@ich.ucl.ac.uk
1809,10482951,European journal of human genetics : EJHG,Eur J Hum Genet,1999,"Institut für Humangenetik, Universitätsklinikum Essen, Germany. g.gillessen@uni-essen.de"
1810,10469839,Human molecular genetics,Hum Mol Genet,1999,"Howard Hughes Medical Institute and Department of Cell and Developmental Biology, University of Pennsylvania School of Medicine, Philadelphia 19104, USA."
1811,10465123,Journal of medical genetics,J Med Genet,1999,
1812,10452923,Seizure,Seizure,1999,"Neurology Department, University Children's Hospital Queen Fabiola, Brussels, Belgium."
1813,10451515,Prenatal diagnosis,Prenat Diagn,1999,"Division of Medical Genetics, Children's Hospital Oakland, 747 Fifty Second Street, Oakland, CA 94609, USA. pcotter@mail.cho.org"
1814,10450868,Clinical genetics,Clin Genet,1999,"Department of Genetics, Institute of Child Health, Athens, Greece."
1815,10450464,American journal of mental retardation : AJMR,Am J Ment Retard,1999,"Hamilton Health Sciences Corporation, Ontario."
1816,10430930,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,1999,"Department of Genetics, Case Western Reserve University School of Medicine and Center for Human Genetics, University Hospitals of Cleveland, 10900 Euclid Avenue, Cleveland, OH 44106-4955, USA."
1817,10424818,Journal of medical genetics,J Med Genet,1999,"Département de Génétique Médicale, Hôpital des Enfants de la Timone, Marseille, France."
1818,10422004,"Genetic counseling (Geneva, Switzerland)",Genet Couns,1999,"Department of Molecular Cell Biology and Genetics, University Maastricht, The Netherlands."
1819,10417280,American journal of human genetics,Am J Hum Genet,1999,"Department of Genetics, Case Western Reserve University School of Medicine, and Center for Human Genetics, University Hospitals of Cleveland, Cleveland, OH 44106-4955, USA."
1820,10413015,Brain & development,Brain Dev,1999,"Institute of Clinical Pediatrics, University of Siena, Italy."
1821,10400982,Human molecular genetics,Hum Mol Genet,1999,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, USA."
1822,10395905,Gene,Gene,1999,"Department of Cellular Biochemistry, The Hebrew University Hadassah Medical School, Jerusalem 91120, Israel."
1823,10392349,Journal of pediatric endocrinology & metabolism : JPEM,J Pediatr Endocrinol Metab,1999,"Department of Brain and Cognitive Sciences, MIT, Cambridge, MA, USA."
1824,10364509,American journal of human genetics,Am J Hum Genet,1999,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX, USA."
1825,10361990,Clinical genetics,Clin Genet,1999,
1826,10332034,Human molecular genetics,Hum Mol Genet,1999,"Department of Human Genetics, University of Chicago, 924 East 57th Street, Chicago, IL 60637, USA."
1827,10196695,European journal of human genetics : EJHG,Eur J Hum Genet,1999,"Département de Génétique Médicale, Hôpital des Enfants de la Timone, Marseille, France. amoncla@ap.hm-fr"
1828,10193256,Archives of disease in childhood,Arch Dis Child,1998,"Department of Paediatrics, John Radcliffe Hospital, Oxford, UK."
1829,10089011,Molecular psychiatry,Mol Psychiatry,1999,"Department of Psychiatry, University of Chicago, Illinois 60637, USA."
1830,10072422,Human molecular genetics,Hum Mol Genet,1999,"Howard Hughes Medical Institute and Department of Genetics, Stanford University School of Medicine, Stanford CA 94305-5323, USA."
1831,10051161,American journal of medical genetics,Am J Med Genet,1999,"Department of Pathology, Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire 03767, USA."
1832,9973278,American journal of human genetics,Am J Hum Genet,1999,"Department of Genetics, Case Western Reserve University School of Medicine, and Center for Human Genetics, University Hospitals of Cleveland, OH 44106-4955, USA."
1833,9973277,American journal of human genetics,Am J Hum Genet,1999,"Department of Genetics, Case Western Reserve University School of Medicine, Cleveland, OH 44106-4955, USA."
1834,9972835,American journal of mental retardation : AJMR,Am J Ment Retard,1999,"Neuropsychiatric Institute, Division of Child and Adolescent Psychiatry, University of California, Los Angeles 90024-1759, USA. edykens@npih.medsch.ucla.edu"
1835,9931342,Human molecular genetics,Hum Mol Genet,1999,"Institut für Humangenetik, Universitätsklinikum Essen, Hufelandstrasse 55, D-45122 Essen, Germany."
1836,9916855,American journal of medical genetics,Am J Med Genet,1999,
1837,9891052,Molecular and cellular biology,Mol Cell Biol,1999,"Department of Cell Biology, Baylor College of Medicine, Houston, Texas 77030, USA."
1838,9887341,Human molecular genetics,Hum Mol Genet,1999,"Department of Molecular and Human Genetics, Baylor College of Medicine and Howard Hughes Medical Institute, Houston, TX, USA."
1839,9880230,American journal of medical genetics,Am J Med Genet,1998,
1840,9860294,Human genetics,Hum Genet,1998,"Department of Cytogenetics, Royal Alexandra Hospital for Children, Parramatta, NSW, Australia."
1841,9856568,American journal of medical genetics,Am J Med Genet,1998,"Center for Human Development and Disability, University of Washington, Seattle 98195-7920, USA."
1842,9843050,American journal of medical genetics,Am J Med Genet,1998,"Department of Pediatrics, Vanderbilt University Medical Center, Nashville, Tennessee, USA."
1843,9832042,Journal of medical genetics,J Med Genet,1998,"Department of Human Genetics, The University of Chicago, IL 60637, USA."
1844,9831341,Clinical genetics,Clin Genet,1998,"Department of Biology, Institute of Bioscience, University of São Paulo, SP, Brazil. cfridman@usp.br"
1845,9821987,Epilepsia,Epilepsia,1998,"Department of Pediatric Neurology, University Children's Hospital, Zurich, Switzerland."
1846,9808466,Neuron,Neuron,1998,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas 77030, USA."
1847,9792887,American journal of human genetics,Am J Hum Genet,1998,
1848,9763493,The Journal of neuroscience : the official journal of the Society for Neuroscience,J Neurosci,1998,"Department of Molecular and Medical Pharmacology, University of California, Los Angeles, California 90095, USA."
1849,9759164,Archives de pediatrie : organe officiel de la Societe francaise de pediatrie,Arch Pediatr,1998,"Laboratoire d'Histologie Embryologie Cytogénétique, Hôpital Cochin, Paris, France."
1850,9758597,American journal of human genetics,Am J Hum Genet,1998,"Molecular Embryology Unit, Institute of Child Health, London. J.Huntriss@ich.ucl.ac.uk"
1851,9745031,Mammalian genome : official journal of the International Mammalian Genome Society,Mamm Genome,1998,"Department of Genetics, Case Western Reserve University School of Medicine and Center for Human Genetics, University Hospitals of Cleveland, 10900 Euclid Avenue, Cleveland, Ohio 44106-4955, USA."
1852,9741464,American journal of medical genetics,Am J Med Genet,1998,"Division of Genetics, Children's Hospital, Boston, Massachusetts 02115, USA."
1853,9733292,Journal of child neurology,J Child Neurol,1998,"Department of Paediatrics and Child Health, University of Sydney, New South Wales, Australia."
1854,9730612,Cytogenetics and cell genetics,Cytogenet Cell Genet,1998,"Institut für Humangenetik, Universitätsklinikum Essen, Essen, Germany."
1855,9727742,Clinical genetics,Clin Genet,1998,"Department of Medical Genetics, The Children's Memorial Health Institute, Warsaw, Poland."
1856,9714017,American journal of medical genetics,Am J Med Genet,1998,
1857,9691003,Current opinion in genetics & development,Curr Opin Genet Dev,1998,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas, USA."
1858,9680152,Electroencephalography and clinical neurophysiology,Electroencephalogr Clin Neurophysiol,1998,"Department of Neurology, Leiden University Medical Center, The Netherlands."
1859,9678696,Journal of medical genetics,J Med Genet,1998,"Department of Psychiatry, University of Chicago, Illinois 60637, USA."
1860,9677058,American journal of medical genetics,Am J Med Genet,1998,"Département de Génétique Médicale, Hôpital d'Enfants de la Timone, Marseille, France."
1861,9643288,Journal of medical genetics,J Med Genet,1998,"Kennedy-Galton Centre for Medical and Community Genetics, and St Mark's NHS Trust, Harrow, Middlesex, UK."
1862,9637609,Epilepsia,Epilepsia,1998,"Department of Neurology, Oasi Institute for Research on Mental Retardation and Brain Aging (IRCCS), Troina, Italy."
1863,9634532,American journal of human genetics,Am J Hum Genet,1998,"Institut für Humangenetik, Universitätsklinikum Essen, Essen, Germany."
1864,9585605,American journal of human genetics,Am J Hum Genet,1998,"Departement de Genetique Medicale, Hopital d'Enfants de la Timone, Marseille, France."
1865,9630080,Clinical genetics,Clin Genet,1998,"Department of Cytogenetics, Royal Alexandra Hospital for Children, Westmead, NSW, Australia. ellies@nch.edu.au"
1866,9529335,American journal of human genetics,Am J Hum Genet,1998,"Department of Genetics, Case Western Reserve University School of Medicine, and Center for Human Genetics, University Hospitals of Cleveland, Cleveland, OH, USA."
1867,9613204,Trends in genetics : TIG,Trends Genet,1998,"Department of Genetics, Case Western Reserve University, Cleveland, OH, USA."
1868,9610809,Journal of medical genetics,J Med Genet,1998,"Wessex Regional Genetics Laboratory, Salisbury District Hospital, Wiltshire, UK."
1869,9605586,American journal of medical genetics,Am J Med Genet,1998,"Department of Pediatrics, Nemours Children's Clinic, Jacksonville, Florida 32207, USA."
1870,9601023,Novartis Foundation symposium,Novartis Found Symp,1998,"Department of Genetics, Beckman Center for Molecular and Genetic Medicine, CA 94305-5323, USA."
1871,9600250,Human genetics,Hum Genet,1998,"Department of Molecular & Clinical Genetics, Royal Prince Alfred Hospital, Camperdown, NSW, Australia."
1872,9545402,American journal of human genetics,Am J Hum Genet,1998,"Department of Psychiatry, University of Chicago, Chicago, IL 60637, USA. ed@yoda.bsd.uchicago.edu"
1873,9590281,Nature genetics,Nat Genet,1998,
1874,9580159,Journal of medical genetics,J Med Genet,1998,"Department of Medical Genetics, University of British Columbia, Vancouver, Canada."
